taxid,name,rank,sonof_name,sonof_id,lineage_name,lineage_id,root,sub_root,superkingdom,sub_superkingdom,kingdom,sub_kingdom,sub_kingdom_1,sub_kingdom_2,sub_kingdom_3,phylum,class,subclass,infraclass,superorder,order,sub_order,suborder,sub_suborder,family,sub_family,genus,sub_genus,species,subspecies
1986288,Architeuthidae environmental sample cf. Architeuthis dux,species,environmental samples,1986286,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//environmental samples//Architeuthidae environmental sample cf. Architeuthis dux,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//1986286//1986288,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,environmental samples,,,Architeuthidae environmental sample cf. Architeuthis dux,
34555,Architeuthis,genus,Architeuthidae,34554,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,,
1235433,Architeuthis sp. NSMT 001,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. NSMT 001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//1235433,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp. NSMT 001,
215441,Architeuthis sp. SJ-2002,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. SJ-2002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//215441,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp. SJ-2002,
248766,Architeuthis sp. BED-2003,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. BED-2003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//248766,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp. BED-2003,
256136,Architeuthis dux,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis dux,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//256136,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis dux,
279107,Architeuthis sp. JMS-2004,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. JMS-2004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//279107,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp. JMS-2004,
34556,Architeuthis sp.,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//34556,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp.,
559516,Architeuthis sp. ARL-2008,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//559516,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp. ARL-2008,
664327,Architeuthis sp. ML-2009,species,Architeuthis,34555,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Architeuthidae//Architeuthis//Architeuthis sp. ML-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34554//34555//664327,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Architeuthidae,,Architeuthis,,Architeuthis sp. ML-2009,
34557,Histioteuthidae,family,Oegopsina,34542,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,,,,
1365855,environmental samples,no rank,Histioteuthidae,34557,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,,
1365856,Histioteuthidae environmental sample cf. Histoteuthis sp.,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histoteuthis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1365856,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histoteuthis sp.,
1986382,Histioteuthidae environmental sample cf. Histioteuthis reversa,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986382,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Histioteuthis reversa,
1986408,Histioteuthidae environmental sample cf. Stigmatoteuthis hoylei,species,environmental samples,1365855,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//environmental samples//Histioteuthidae environmental sample cf. Stigmatoteuthis hoylei,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1365855//1986408,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,environmental samples,,,Histioteuthidae environmental sample cf. Stigmatoteuthis hoylei,
1986407,Stigmatoteuthis,genus,Histioteuthidae,34557,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Stigmatoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1986407,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Stigmatoteuthis,,,
2053936,Stigmatoteuthis arcturi,species,Stigmatoteuthis,1986407,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Stigmatoteuthis//Stigmatoteuthis arcturi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//1986407//2053936,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Stigmatoteuthis,,Stigmatoteuthis arcturi,
34558,Histioteuthis,genus,Histioteuthidae,34557,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,,
211851,Histioteuthis sp. YJP-2002,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis sp. YJP-2002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//211851,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis sp. YJP-2002,
215436,Histioteuthis miranda,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis miranda,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//215436,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis miranda,
255561,Histioteuthis sp. Spain-WK,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis sp. Spain-WK,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//255561,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis sp. Spain-WK,
279095,Histioteuthis oceanica,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis oceanica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//279095,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis oceanica,
283055,Histioteuthis corona,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis corona,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//283055,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis corona,
283056,Histioteuthis reversa,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis reversa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//283056,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis reversa,
34559,Histioteuthis sp.,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//34559,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis sp.,
559541,Histioteuthis bonellii,species,Histioteuthis,34558,root//cellular organisms//Eukaryota//Opisthokonta//Metazoa//Eumetazoa//Bilateria//Protostomia//Lophotrochozoa//Mollusca//Cephalopoda//Coleoidea//Neocoleoidea//Decapodiformes//Teuthida//Oegopsina//Histioteuthidae//Histioteuthis//Histioteuthis bonellii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34557//34558//559541,root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Lophotrochozoa,Mollusca,Cephalopoda,Coleoidea,Neocoleoidea,Decapodiformes,Teuthida,,Oegopsina,,Histioteuthidae,,Histioteuthis,,Histioteuthis bonellii,
